	ItemLink	Price	Name	Image	Condition	Seller Notes	Brand	Storage Capacity	Model	RAM	MPN	Processor	UPC	Internet Connectivity	Type	Hardware Connectivity	Operating System	Features	Screen Size	Carrier	Resolution	Bundled Items	Processor Manufacturer	Processor Type	Display Tech	Touch Screen Technology	Rear Camera Resolution	Front Camera Resolution	Installed RAM	Expansion Ports	PC Interface	Height	Product Line	Width	Depth	Color	Weight	Product Information	Battery Technology	Battery Run Time	Input Method	Display Size	Platform	Release Date	Supported File Types	Special Features	Exterior Color	Contract	Colour	Bundle Listing	Country/Region of Manufacture	Expandability	Rear Camera Megapixels	Front Camera Megapixels	Screen Resolution	Functional Digitizer	Memory Size	Manufacturer Part Number	Manufacturer	Processor Speed	Fast Fulfillment	Wireless capabilities	Audio Input	Audio Output	EAN	Interface	Max. Video Resolution	Data Link Protocol	Networking Type	Body Material	Content	Battery Information	Battery Life (Hour)	Dimensions (WxHxD)	Display Color	Product Interface	Screen Type	Support Type	Display Color Support	Manufacturer warranty	Memory (RAM)	Display Max. Resolution	Cosmetic condition	No accessories	Operating System Edition	Storage Type	Graphics Processing Type	Touch panel	Other Software	Hard Drive Capacity	Manufacturer Part number	Band	OS	RAM 3GB	Screen resolution	Battery Capacity(mAh)	Screen size	CPU Qualcomm	Screen type	Dual cameras	GPU Adreno 506	WiFi,GPS,Bluetooth 4.0	Languages	Country//Region of Manufacture	CPU	Multi-touch	Continuous Usage Time	Battery Standby	Video Resolution	Delivery Time	Tags	Size	Max Supported RAM	Charger and cable	ISBN	RAM 4GB	Core	CPU Brand	Single camera	GPU	Mini HDMI,DC Jack	WiFi,Bluetooth	Note	Headphones	Camera type	Network type	Support Network	RAM Technology	Bottoms Size (Women's)	Bottoms Size (Men's)	Size (Women's)	US Shoe Size (Men's)	Underwear Size	Cup Size	Band Size	Trouser Size	Size (Men's)	Style	Hosiery Size	Screen Material	ROM	External Memory	Storage Controller Type	Plug Type	Voltage	ScreenSize	Designer/Brand	Monitor Screen Size	Manufacturer Warranty	Warranty - Parts	Warranty - Labor	Dilivery Time	Security Features	Processor Number	OS System	RAM 2GB	Battery Capacity	CPU RK3288	IPS	Hard Drive	Wireless Type	Size Type	Number of USB 2.0 Ports	Average Battery Life (in hours)	Original box	File format	Connectivity	Power	USB charging time	Language	Display	Warranty	Thread	Lithography	Instruction set	Memory types	Product positioning	Flash description	Processor series	Shell material	Processor Base Frequency	Burst Frequency	SD Card Slot	Slot SIm	Battery	Standard Memory	SKU	Flash Memory Capacity	Graphics Controller Model	Product Type	Bluetooth	Processor Model	Aspect Ratio	Weight (Approximate)	Processor Core	Focus Modes	Form Factor	Sensor Type	Publisher	Charger	Memory	Brand Name	Age Group	Optical Drive Type	Memory Card Supported	Wireless LAN	Wireless LAN Standard	Front Camera/Webcam	Operating System Platform	Digital storage capacity	Offer type	Hard Disk Memory	Battery Type	Graphics Chipset	WIFI	Touchscreen	Display Screen Technology	USB	Contract Type	Maximum Memory Card Size Supported	Built-in Memory	Built-in Flash	Graphic Processor	Rear Camera	Number of Cells	Product Series	GPU memory	Power management chip	Process	Weight Unit Of Measure	Dimensions Unit Of Measure	Internet	Wireless	Dimensions	3G	Screen	Camera	G-sensor	GPS	Storage	Marca	HardwarePlatform	OperatingSystem	Binding	ProductGroup	Supported Formats	Expandabel Storage	Manufactured Country	PID	Number of Cores	Cellular Radio System Type	WAREHOUSE LOCATION	TIME LISTED	RAM Installed Size	Max Resolution	Pointing Device	Installed Cache Memory	Installed Video Memory	Compatible Product Line	Material	Gender	ShippingWeight	Compatible Model	Compatible Brand	Extension Card	Processor Type/CPU Type	camera	Games	Long Battery Run Time	Wireless Connection	Bluetooth,IPS,WiFi	Country of Manufacture	Support Extend Card	WiFi,Bluetooth,	Product ID	3G / 4G Support	Camera Resolution	Capacity	Model Number	Category	Language Supported	RAM+ROM	Li-ion polymer battery	Memory Capacity	Operating system	Cell Capacity	Display Resolution	System	Item Condition	Tablet Data Capacity	label	Cellular Band	Memory Card Type	Lock Status	Gravity Sensing System	CPU Brand Intel	Card slot	Item Weight	Product Dimensions	Item Dimensions  L x W x H	Item model number	Network	4G Network	Google Play	Back camera	Front camera	Material of back cover	Item Type	Teclast Model	Touch Screen Type	Net Weight	Network Communiction	Display resolution	Second Webcam Pixels	Extend Port	Supporting Language	Feature	Other Model	External Storage	Panel Type	Front Camera	Onda Model	GSM Mode	Shell Material	Size/Weight	Processor Manufacture	Package	black	Support	Modem Type	Analog Modulation Protocol	Bus Speed	KINDLE Model	Marque	Couleur	Numéro de pièce fabricant	Système d'exploitation	CUP	Résolution	Opérateur	Abonnement	Capacité de stockage	Audio Format	Photo Viewer	Video Format	WiFi	CPU Frequency	Flash	Wireless Card	Signal	QUALITY TABLET	Charge Mode	Working Time	Charge Time	Plug	Camera Features	Audio Features	Resolution (pixels)	RESERVED_PRODUCT_TITLE
1134	http://www.ebay.com/itm/Samsung-Galaxy-Tab-E-8-0-Unlocked-4G-LTE-16GB-White/182640667301?hash=item2a863b6aa5%3Ag%3ABuAAAOSwq19XBZdx	$238.00	Samsung Galaxy Tab E 8.0 ( Unlocked ) 4G LTE 16GB White	https://i.ebayimg.com/images/g/BuAAAOSwq19XBZdx/s-l400.jpg	New		Samsung	16GB			Does not apply		Does not apply	Wi-Fi + 4G	Tablet	Bluetooth, Wi-Fi	Android 5.0.X Lollipop	Backlight, Bluetooth, Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, Color Screen, Email, File Browsing, HD Compatible, LCD Display, Media Player, MP3 Player, Sat-Nav, Touch Screen, Video Recorder, Web Browser	8''	Unlocked	1024 x 768												Galaxy Tab			White												Without Contract												1.3 GHz																																																																																																																																																																																																																																																																																																											
1135	http://www.ebay.com/itm/Apple-New-iPad-Pro-10-5-4G-LTE-Wi-Fi-Cellular-64GB-Factory-Unlocked-Rose-Gold/282593624253?hash=item41cbe480bd%3Ag%3AHfsAAOSw2rFZa9Ig	$911.35	Apple New iPad Pro 10.5 4G LTE Wi-Fi + Cellular 64GB Factory Unlocked Rose Gold	https://i.ebayimg.com/images/g/HfsAAOSw2rFZa9Ig/s-l400.png	New		Apple	64GB		4GB	Does Not Apply			Wi-Fi + Cellular	Tablet	Bluetooth, USB, USB 3.0	iOS 10.3.2	Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Colour Screen, Email	"10.5"""		1668 x 2224 pixels																												Rose Gold																Does not apply																																																																																																																																																																																																																																																																																																						
1136	http://www.ebay.com/itm/8-inch-Google-Android-Tablet-PC-Quad-Core-16GB-WIFI-Unlocked-3G-Dual-SIM-GPS/182703693821?hash=item2a89fd1ffd%3Am%3Am4Rtd5y6F1zxvtaMcvMelvg&var=	$69.99	8'' inch Google Android Tablet PC Quad Core 16GB WIFI Unlocked 3G Dual SIM GPS	https://i.ebayimg.com/images/g/hLkAAOSwTLlZzgm2/s-l400.jpg	New other (see details)	Tablet PC + 2 SIM 3G Unlocked Phone Phablet 2GB+16GB	Unbranded/Generic	16GB	KT971	2GB	Does not apply	Quad Core	Does not apply	Wi-Fi , 3G	Phablet		Android 4.4.X Kit Kat		8in.	Unlocked	1280 x 800																																							1.5GHZ																																3G,2G																																																																																																																																																																																																																																																																											
1137	http://www.ebay.com/itm/Original-Box-Cube-Intel-Quad-Core-Z8300-12-2-Inch-iWork12-Dual-Boot-Tablet-great/172888189235?hash=item2840f06933%3Ag%3AA9wAAOSwrPZZySzT	$299.00	Original Box Cube Intel Quad Core Z8300 12.2 Inch iWork12 Dual Boot Tablet great	https://i.ebayimg.com/images/g/A9wAAOSwrPZZySzT/s-l400.jpg	New		Cube				Does Not Apply	Quad Core			Tablet				"12.2"""				Intel	Dual Core																																																																																																																																																																																																																																																											1057935																																																																																				
1138	http://www.ebay.com/itm/Cube-iWork-10-10-1-Ultrabook-Quad-Core-Windows-10-Android-5-1-4B-64G-keyboard/222501425984?hash=item33ce1e5340%3Am%3Am040EFH20ty9eL5VcMT7KIA&var=	$193.99 to $236.99	"Cube iWork 10 10.1"" Ultrabook Quad Core Windows 10+Android 5.1 4B+64G + keyboard"	https://i.ebayimg.com/images/g/ClgAAOSwbihZz7ae/s-l400.jpg	New		Cube	64GB		4GB	Does Not Apply	Quad Core			Ultrabook		Android 5.1,Windows 10		10.1 inch	Unlocked	1920 x 1200															Blue												Without Contract			China									1.44GHz																																			1920 x 1200 (WUXGA)	7000mAh									Intel Atom X5-Z8350												1.44GHz,Quad Core			Intel HD Graphic					Dual cameras (one front one back)																																																																		Yes																																																																																											4GB+64GB																																																																													
1139	http://www.ebay.com/itm/Chuwi-Hi12-12-0-Windows10-Android-5-1-Intel-Quad-Core-4G-64G-BT4-0-Tablet-PC/222576505936?hash=item33d297f450%3Am%3Amee6aKidkZhd4IP-vnhPZjA&var=	$252.28 to $289.28	Chuwi Hi12 12.0'' Windows10+Android 5.1 Intel Quad Core 4G+64G BT4.0 Tablet PC	https://i.ebayimg.com/images/g/MHkAAOSw28pZz93n/s-l400.jpg	New		Chuwi	64GB		4GB	Does Not Apply	Quad Core			Tablet	Bluetooth, HDMI, Wi-Fi	Windows 10 + Android 5.1	Bluetooth	12.0 inch		2160 x 1440																														China									1.44GHz																																													Intel Cherry Trail x5-Z8350													Intel		Intel HD Graphic(Gen8)							External 3G,WiFi																																																																Yes																																																																																																																																																																								
1140	http://www.ebay.com/itm/New-10-inch-Deca-Core-Tablet-4G-LTE-4GB-RAM-64GB-ROM-Android-7-0-GPS-Tablets/182734017456?hash=item2a8bcbd3b0%3Am%3Am699DgsZPrRzobgCXW1bJYQ&var=	$192.45 to $217.28	New 10 inch Deca Core Tablet 4G LTE 4GB RAM 64GB ROM Android 7.0 GPS Tablets	https://i.ebayimg.com/images/g/DuYAAOSwVRpZo2WZ/s-l400.jpg	New		BMXC	64GB	MTK6797 Deca Core	4GB	Does Not Apply	Deca Core		Wi-Fi + 4G	Tablet	External 3G, Built-in 3G, 4G LTE, Wifi, Bluetooth	Android 7.0	Dual Cameras, GPS, G Sensor, Ultra Slim, Multi Touch, OTG, FM, Phone Call, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Colour Screen, Email, External 3G Support	10in.		1920 x 1200																											Not Applicable		Yes																																																																																																																																																																																											Front 2.0 MP,Back 8.0MP																																																																		FDD LTE	Yes																																																							
1141	http://www.ebay.com/itm/8-GB-Aimko-7-Quad-core-Tablet-Brand-New-Factory-Sealed-Never-Opened/132138536593?hash=item1ec4120e91%3Ag%3A%7EQoAAOSw32lY100F	$36.00	"8 GB Aimko 7"" Quad core Tablet Brand New Factory Sealed Never Opened"	https://i.ebayimg.com/images/g/~QoAAOSw32lY100F/s-l400.jpg	New										Tablet				"7"""																																																																																																																																																																																																																																																																																																																																																				
1142	http://www.ebay.com/itm/10-1-Dual-OS-Tablet-PC-Quad-Core-Intel-Z8350-Windows-10-Android-5-1-4G-64G/112591627505?hash=item1a36fbe4f1%3Am%3Ams72w_9IcCDtnC3jjpTBPgQ&var=	$255.00 to $440.00	"10.1"" Dual OS Tablet PC Quad Core Intel Z8350 Windows 10+Android 5.1 4G 64G"	https://i.ebayimg.com/images/g/HGQAAOSwgYVZ134R/s-l400.jpg	New		Chuwi		001	4GB DDR3L	tabletpc001						Andriod & Windows																																	Yes	China																																										Dual OS Windows 10+ Android 5.1												Intel Cherry Trail Z8350 Quad Core Up to 1.92GHz																																				64GB eMMC																																												6500mAh,6-8 hours battery times,Support Type-C Charge							Intel Z8350 64 bit Quad Core			Quad Core																																										Second Webcam																																															4GB																				Yes							522g	Wifi	1920x1200		Dock,TF card,HDMI,Earphone Jack,Type-C,OTG,3G External		Dual Cameras,Ultra Slim,Multi Touch,HDMI,G Sensor,OTG	Hi10 pro	Max to 128GB TF card	IPS																																							
1143	http://www.ebay.com/itm/Original-10-1-inch-Tablets-Pro-MTK8173-Quad-Core-2GB-4GB-32GB-64GB-Android-6/112591721616?hash=item1a36fd5490%3Am%3AmTNZGRb7aQjEtQbRyoNUYHQ&var=	$312.00 to $430.00	Original 10.1 inch Tablets Pro MTK8173 Quad Core 2GB 4GB 32GB 64GB Android 6 	https://i.ebayimg.com/images/g/t3AAAOSwGFpZ15Ng/s-l400.jpg	New		Onda		001		tabletpc001								"10.1"""																															Yes	China																																										Android 6.0, Phoenix OS																			250*164*9mm																																																																															V4.0	MT8173			Quad Core																																										Second Webcam																																															2GB		6600MAh																									576g	Wifi	2560x1600	8MP	Earphone Jack,USB,TF card,HDMI	Portuguese,Greek,Swedish,English, Russian...etc	GPS,G Sensor,OTG,HDMI			IPS	2.0MP	V10 Pro																																					
1144	http://www.ebay.com/itm/Sharp-Pocket-Computer-PC-G850S-Calculator-PC-Free-shipping-Japan-product/282654345063?epid=729200003&hash=item41cf830767%3Ag%3AB78AAOSwCkZZPj5M	$100.00	Sharp Pocket-Computer PC-G850S Calculator PC Free shipping Japan product 	https://i.ebayimg.com/images/g/B78AAOSwCkZZPj5M/s-l400.jpg	Used	An item that has been used previously. The item is fully operational and functions as intended.	Sharp				PC-G850S		Does not apply		Calculator																												Calculator																																																																																																																																																																																																																																																																																																																												
1145	http://www.ebay.com/itm/Teclast-P89H-Tablet-PC-7-85-16GB-Quad-Core-IPS-Android-6-0-WIFI-Bluetooth-HDMI/302462121645?hash=item466c25b6ad%3Ag%3AUbwAAOSwhYdZxGLt	$90.91	Teclast P89H Tablet PC 7.85'' 16GB Quad Core IPS Android 6.0 WIFI Bluetooth HDMI	https://i.ebayimg.com/images/g/UbwAAOSwhYdZxGLt/s-l400.jpg	New other (see details)	Teclast P89H Newest Android 6.0 1GB+16GB GPS IPS HDMI	Unbranded/Generic	16GB	P89H	1GB	B0-00498-2	Quad Core	Does not apply	Wi-Fi	Tablet	Bluetooth	Android 6.0.X Marshmallow	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	7.85in.		1024 x 768															White																																																																																																																																																																																																																																																																																																																																			
1146	http://www.ebay.com/itm/10-1-XGODY-Unlocked-3G-Dual-SIM-Android-5-1-Quad-Core-16GB-Tablet-PC-WIFI-GPS/372046351642?hash=item569fb0cd1a%3Am%3AmKftz0HuGAJ0O7obzJYls3A&var=	$96.99	10.1'' XGODY Unlocked 3G Dual SIM Android 5.1 Quad Core 16GB Tablet PC WIFI GPS	https://i.ebayimg.com/images/g/Wi4AAOSwUMxZk7ad/s-l400.jpg	New		Unbranded/Generic	16GB	S101 3G	1GB	B010001600	Quad Core	Does not apply	Wi-Fi + 3G	Tablet	Bluetooth	Android 5.0.X Lollipop	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	10.1in.	Unlocked	1280 x 800																																																																																																																																																																																																																																																																																																																																																		
1147	http://www.ebay.com/itm/10-Inch-3G-Phone-Call-Android-7-0-Octa-Core-Tablet-PC-1GB-RAM-16GB-ROM-WiFi-GPS/132313375379?hash=item1ece7de293%3Am%3Amn3KVGkG0Xlh-cqZm55_oPw&var=	$92.80	10 Inch 3G Phone Call Android 7.0 Octa Core Tablet PC 1GB RAM 16GB ROM WiFi GPS	https://i.ebayimg.com/images/g/S6IAAOSwXLZZp7Z2/s-l400.jpg	New		Unbranded	16GB			Does Not Apply								10.1in.																																China																																																																																																																																																																																																																																																																																																																				
1148	http://www.ebay.com/itm/Onda-V80-SE-Tablet-PC-8-0-Android-5-1-Allwinner-A64-Quad-Core-1-3GHz-2GB-32GB/232350710181?hash=item36192e79a5%3Am%3AmOTAkqPcQS1ehxR36lrSMqQ&var=	$89.88 to $96.99	"Onda V80 SE Tablet PC 8.0"" Android 5.1 Allwinner A64 Quad Core 1.3GHz 2GB+32GB"	https://i.ebayimg.com/images/g/BZAAAOSw9OFZKSvd/s-l400.jpg	New		Onda	32GB		2GB	Does Not Apply	Quad Core		Wi-Fi	Tablet		Android 5.1		8in.		1920 x 1080															Blue and White												Without Contract			China									1.30GHz																																				3.7V / 4200mAh, Li-ion polymer battery			Capacitive (10-Point)						A64													All Winner																																																																																																																																																																																											0.3MP	2.0MP	Plastic																																																				
1149	http://www.ebay.com/itm/10-1-inch-Android-6-0-Quad-Core-2Camera-16GB-WIFI-Tablet-PC-Unlocked-3G-GPS-HD/182730231159?hash=item2a8b920d77%3Am%3Amnn0kcEgMwvIh3F08HY_HKQ&var=	$90.11	10.1'' inch Android 6.0 Quad Core 2Camera 16GB WIFI Tablet PC Unlocked 3G GPS HD	https://i.ebayimg.com/images/g/bI0AAOSwXGtZniXI/s-l400.jpg	New other (see details)	Tablet PC+Smart Phone 2 SIM 3G Phablet Unlocked Black/Silver/Gold/Rose Gold Newest Android 6.0 Marshmallow Good Quality 1 Year Warranty	Unbranded/Generic	16GB	B960/T1005	1GB	B0-00467-00	Quad Core	Does not apply	Wi-Fi + 3G	Tablet	Bluetooth	Android 6.0.X Marshmallow	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	10.1in.	Unlocked	1280 x 800																																																																																																																																																																																																																																																																																																																																																		
1150	http://www.ebay.com/itm/9-7-Tablet-PC-WCDMA-3G-Phablet-Android-5-1-4GRAM-64G-ROM-WIFI-Octa-W-Keyboard/122693661054?hash=item1c911cb17e%3Am%3AmxhdZ06vMt-rIQfI8shC3lQ&var=	$108.99 to $118.99	"9.7"" Tablet PC WCDMA 3G Phablet Android 5.1 4GRAM/64G ROM WIFI Octa W Keyboard"	https://i.ebayimg.com/images/g/vosAAOSwPe9Zsskb/s-l400.jpg	New		Unbranded/Generic				Does Not Apply																																								China																																																																																																																																																																																																																																																																																																																				
1151	http://www.ebay.com/itm/7-Tablet-Android-6-0-Quad-Core-Dual-Cameras-1GB-8GB-Tablet-PC-GMS-Certified/152670871979?hash=item238be4a1ab%3Ag%3A4xUAAOSwFWVZmXtU	$151.35	"7"" Tablet Android 6.0 Quad Core Dual Cameras 1GB/8GB Tablet PC GMS Certified"	https://i.ebayimg.com/images/g/4xUAAOSwFWVZmXtU/s-l400.png	New																																																																																																																																																																																																																																																																																																																																																																		
1152	http://www.ebay.com/itm/Brand-NEW-iRobot-Braava-375t-Floor-Mopping-Robot/122697602536?epid=1853361896&hash=item1c9158d5e8%3Ag%3AkYAAAOSwT5tWPnnW	$279.95	Brand NEW iRobot Braava 375t Floor Mopping Robot	https://i.ebayimg.com/images/g/kYAAAOSwT5tWPnnW/s-l400.jpg	New		iRobot				Does Not Apply		Does not apply																																																																																																																																																																																																																																																																																																																																																										
1153	http://www.ebay.com/itm/Archos-pocket-media-assistant-pma-400-pma400-tablet-Linux-palm-av-video/391902545242?hash=item5b3f36455a%3Ag%3AB%7EsAAOSw5VFWM88P	$250.00	New ListingArchos pocket media assistant pma 400 pma400 tablet Linux palm av video	https://i.ebayimg.com/images/g/B~sAAOSw5VFWM88P/s-l400.jpg	Used		Archos										Linux																																																																																																																																																																																																																																																																																																																																																						
1154	http://www.ebay.com/itm/Quad-Core-Win10-11-6-inch-Tablet-PC-IPS-Screen-With-4GB-DDR3L-120GB-SSD-Computer/253097011437?hash=item3aedc1e8ed%3Am%3AmKIhcfobnRXc1A46TxcX2gA&var=	$366.97	Quad Core Win10 11.6 inch Tablet PC IPS Screen With 4GB DDR3L 120GB SSD Computer	https://i.ebayimg.com/images/g/a-wAAOSwcEtZkuhF/s-l400.jpg	New other (see details)		Unbranded				Does not apply		Does not apply		Tablet PC																					Gold																													Does not apply																																															11.6 inch																																																																																																																																																				Metal Shell																																																																																																			
1155	http://www.ebay.com/itm/Apple-iPad-Pro-10-5-A10X-Chip-256GB-Wi-Fi-Only-Rose-Gold-Latest-Model/322680274669?epid=238279303&hash=item4b213e3eed%3Ag%3AvbUAAOSwGNdZoE7F	$899.99	Apple iPad Pro 10.5',A10X Chip (256GB Wi-Fi Only)  Rose Gold [Latest Model]	https://i.ebayimg.com/images/g/vbUAAOSwGNdZoE7F/s-l400.jpg	New other (see details)	This item is an open box unit. The ipad does not show any sign of use. It includes the original retail box (which may be slightly damaged) with matching serial number and the original retail accessories.We offer FAST N' FREE priority shipping .	Apple	256GB	Wi-Fi		MPF22LL/A			Wi-Fi	Tablet	USB	iOS		10.5in.	Not Applicable	2224 x 1668		Apple				12 Megapixel				USB		iPad Pro			Pink	1.03lb. (0.46kg)	The Apple iPad Pro Tablet sports a 10.5-inch retina display with a resolution of 2224x1668 pixels. Powered by the A10X Fusion chip, and M10 motion coprocessor, it provides high speed and efficiency. This rose gold, Wi-Fi model has a storage capacity of 256 GB, and runs on the IOS10 operating system. It features a 12 MP iSight camera, allowing you to capture sharp and detailed photographs. In addition, this tablet supports the Smart Keyboard and the Apple Pencil.		UP to 10hr.		10.5in (26.67cm)					Rose Gold																																																																																																																																																																																																																																																																																																																								
