ItemLink,Price,Name,Image,Condition,Product Family,Memory,Brand,Storage Type,Screen Size,Hard Drive Capacity,Release Year,Type,Processor Speed,Graphics Processing Type,Product Line,Model,MPN,Operating System,Operating System Edition,Color,Processor Type,Seller Notes,Features,Hardware Connectivity,SSD Capacity,Country/Region of Manufacture,UPC,Bundle Listing,Storage capacity,Optical Drive,Touch Screen Function,Keyboard Type,Bluetooth,Screen Resolution,WWAN,WiFi,Charger Power Cord,Included,AC Adapter,Hard Drive,Guarantee,EAN,GPU/Video Card,Primary Drive,Processor Configuration,Number of Cells,Limited Warranty,Standard Memory,Weight (Approximate),Manufacturer,Product Series,Memory Technology,Processor Model,Country of Origin,Height,Width,Aspect Ratio,Depth,Battery Chemistry,Processor Core,Input Voltage,Environmentally Friendly,Country of Manufacture,Graphics Card,Ports,Optical Drive & More,Video Card,Touch Screen,Memory (RAM),Network,Webcam,Processor Manufacturer,Intel Processor Generation,Display Size,Resolution,Processor,Form Factor Type,Storage Capacity,Display Type,Drive Type,RAM Memory,Weight,HARD DRIVE,Includes,Release Date_Display,Processor Cores,Microsoft,Recovery Tool,Bundled Items2,Bundled Items3,Included with purchase,Serial Number,RAM,ItemIncluded2,ItemIncluded3,Notes3,R2 Condition,Notes4,ItemIncluded1,Notes5,Control State,Graphics card,Compatible Model,Tank Capacity,Water Type,Bulb Type,Application,Bundled Items,Optical,Battery,Touchscreen,2.6ghz Quad Core Processor,Max. Expandability,Best By,Battery AC Adapter,Shell Condition,Keyboard Bezel Touchpad,Condition Note,Condition Description,Hard Drive CD DVD,Regency Use,Acc Included,Model Number,# of Cores,Description,Wireless,Ethernet,Graphics Chipset,OS,Warranty,ISBN,Stock ID,Compatible Product,Style,Dimensions,Label,OperatingSystem,Binding,ProductGroup,ProductTypeSubcategory,HardwarePlatform,Restore Partition,cosmetic imperfections,Connectivity,Hard Drive Caddy,Wireless Card,"Office 365/2016,Mcafee Antivirus(1 year)",Series,USB,Number of Cores,Other Ports,Wi-Fi,Power Adapter,Items Included,Other Goodies,Processor Specifications,Seller part number,Form Factor,Model (Substitutes),Operating System License,Compatible Brand,Compatible Product Line,Ram,Bundled Items4,Bundled Items1,Bundled Items5,Marque,Type de processeur,Famille de produits,Mémoire,Numéro de pièce fabricant,Capacité de disque dur,Couleur,Type de stockage,Taille d'écran,Système d'exploitation,Vitesse du processeur,Année de sortie,Power Supply,Dedicated Graphics,Battery Life,BRAND,Internet Connectivity,Description1,Product Type,Contract,Carrier,SOLD AS IS,MONITOR,Memory Size,Cooling Component(s) Included,Chipset/GPU Manufacturer,Chipset/GPU Model,Connectors,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Operating System Architecture,Product Model,Graphics Controller Manufacturer,Graphics Memory Accessibility,Front Camera/Webcam,Flash Memory,Widescreen,Colour,Manufacturer warranty,ScreenSize,Product Dimensions,Storage,Stylus,Platform,Format,Language,Size,Size Type,Chassis Type,EBAY_CATEGORY_ID,Hard Drive 1,Port,Keyboard,Feature,Adapter,Accssesories,Product Dimension,Condition Grade,HDMI Ports,DVD,Ac Adapter,Title,REF,Modèle,S.No,S/N,BATTERY,COA STICKER,Gr,Item Location,Ports/Interfaces,Length,EBAY_CATEGORY_SUGGESTION
http://www.ebay.com/itm/Dell-Latitude-D620-Intel-Core-Duo-Processor-1-66-GHz-1-GB-RAM-no-HDD-or-Adapter/142277964204?hash=item21206d71ac%3Ag%3AEmcAAOSwWxNYofKV,$49.99,Dell Latitude D620 Intel Core Duo Processor 1.66 GHz 1 GB RAM no HDD or Adapter,https://i.ebayimg.com/images/g/EmcAAOSwWxNYofKV/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-D620-Intel-Core-Duo-Processor-1-66-GHz-1-GB-RAM-no-HDD-or-Adapter/142277964720?hash=item21206d73b0%3Ag%3AsvgAAOSw4CFYofLC,$49.99,Dell Latitude D620 Intel Core Duo Processor 1.66 GHz 1 GB RAM no HDD or Adapter,https://i.ebayimg.com/images/g/svgAAOSw4CFYofLC/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Macbook-Pro-2012/142278124787?hash=item21206fe4f3%3Ag%3AfrQAAOSw4A5YoiJ3,$600.00,Macbook Pro 2012,https://i.ebayimg.com/images/g/frQAAOSw4A5YoiJ3/s-l300.jpg,Seller refurbished,MacBook Pro,,Apple,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/MacBook-Pro-Core-2-Duo-AS-IS-FOR-PARTS-Model-A1229/142289971689?hash=item212124a9e9%3Ag%3AIbYAAOSwSlBYrzPk,$125.00,MacBook Pro Core 2 Duo AS-IS FOR PARTS Model: A1229,https://i.ebayimg.com/images/g/IbYAAOSwSlBYrzPk/s-l300.jpg,For parts or not working,MacBook Pro,,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/MacBook-Pro-Core-2-Duo-2-2-15-2-2-GHz-As-Is-For-Parts-A1226/142290233649?hash=item212128a931%3Ag%3AvhwAAOSwTuJYr3gq,$120.00,"MacBook Pro ""Core 2 Duo"" 2.2 15"" -2.2 GHz As-Is For Parts A1226",https://i.ebayimg.com/images/g/vhwAAOSwTuJYr3gq/s-l300.jpg,For parts or not working,MacBook Pro,,Apple,,"15""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-E6510-15-6-Laptop-i7-2-67GHz-8GB-RAM-320GB-HDD-Win-7-Pro-WIFI-USB/142248043979?hash=item211ea4e5cb%3Ag%3A-u8AAOSw8d9U09G8,$225.00,"Dell Latitude E6510 15.6"" Laptop i7 2.67GHz 8GB RAM 320GB HDD Win 7 Pro WIFI USB",https://i.ebayimg.com/images/g/-u8AAOSw8d9U09G8/s-l300.jpg,Seller refurbished,,8GB,Dell,,"15.6""",320GB,,Notebook,2.67 GHz,Integrated/On-Board Graphics,Latitude,E6510,Does Not Apply,Windows 7,Professional,,Intel Core i7,"100% tested and cleaned. Might have some scratches and blemishes from normal use. The battery is used, but holds charge.",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-E6510-15-6-Laptop-i5-2-4GHz-8GB-RAM-320GB-HDD-Win7-Pro-WIFI/142139555374?hash=item21182d7e2e%3Ag%3AHugAAOSw2s1U09G5,$225.00,"Dell Latitude E6510 15.6"" Laptop i5 2.4GHz 8GB RAM 320GB HDD Win7 Pro WIFI ",https://i.ebayimg.com/images/g/HugAAOSw2s1U09G5/s-l300.jpg,Seller refurbished,,8GB,Dell,,"15.6""",320GB,,Notebook,2.4 GHz,Integrated/On-Board Graphics,Latitude,E6510,Does Not Apply,Windows 7,Professional,,Intel Core i5,"100% tested and cleaned. Might have some scratches and blemishes from normal use. The battery is used, but holds charge.",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/MacBook-Core-2-Duo-2-4-13-White-08-2-4-GHz-FOR-PARTS/142290244097?hash=item212128d201%3Ag%3AptUAAOSwax5Yr3yW,$90.00,"MacBook ""Core 2 Duo"" 2.4 13"" (White-08) 2.4 GHz FOR PARTS",https://i.ebayimg.com/images/g/ptUAAOSwax5Yr3yW/s-l300.jpg,For parts or not working,MacBook,,Apple,,"13""",,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/2007-MacBook-Core-2-Duo-13-1-83-GHz-FOR-PARTS-AS-IS/142290286675?hash=item2121297853%3Ag%3AKRIAAOSwOgdYr4W3,$75.00,"2007 MacBook Core 2 Duo 13"" 1.83 GHz FOR PARTS AS-IS",https://i.ebayimg.com/images/g/KRIAAOSwOgdYr4W3/s-l300.jpg,For parts or not working,MacBook,,Apple,,"13""",,2007,,1.83GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/2006-MacBook-Core-Duo-2-0-13-White-A1181-EMC-2092-As-Is-Condition/142290323976?hash=item21212a0a08%3Ag%3AtHgAAOSwdGFYr5D8,$75.00,"2006 MacBook Core Duo 2.0 13"" (White) A1181 EMC 2092 As-Is Condition",https://i.ebayimg.com/images/g/tHgAAOSwdGFYr5D8/s-l300.jpg,For parts or not working,MacBook,,Apple,,"13""",,2006,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/MacBook-Pro-Core-2-Duo-2-2-15-2-2-GHz-FOR-PARTS-AS-IS-EMC-2136-Model-1226/142290355591?hash=item21212a8587%3Ag%3AvZ0AAOSwSlBYr5mz,$70.00,"MacBook Pro Core 2 Duo 2.2 15"" 2.2 GHz FOR PARTS AS-IS EMC 2136, Model 1226",https://i.ebayimg.com/images/g/vZ0AAOSwSlBYr5mz/s-l300.jpg,For parts or not working,MacBook Pro,,Apple,,"15""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/AMREL-MILITARY-RF886EX-LAPTOP-COMPUTER/142300187154?epid=662197646&hash=item2121c08a12%3Ag%3ABeoAAOSwOgdYudmA,$400.00,AMREL MILITARY RF886EX  LAPTOP COMPUTER,https://i.ebayimg.com/images/g/BeoAAOSwOgdYudmA/s-l300.jpg,For parts or not working,,,Amrel,,,,,Notebook/Laptop,,,,RF886EX,RF886EX,,,,,"NOT TESTED NO HARD DRIVE NO CADDY, NO POWER ADAPTER PLEASE REFER TO THE PICTURES.",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Apple-MacBook/142304065358?hash=item2121fbb74e%3Ag%3Am40AAOSwXYtYvgJs,$65.00,Apple MacBook,https://i.ebayimg.com/images/g/m40AAOSwXYtYvgJs/s-l300.jpg,For parts or not working,MacBook,,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lot-of-10-Dell-E6400-14-Laptop-Core-2-Duo-2-8GHz-4GB-RAM-160GB-HDD-Win7Pro/142304832443?hash=item2122076bbb%3Ag%3AYQIAAOSwXSJXPM1N,"$1,200.00","Lot of 10 Dell E6400 14"" Laptop Core 2 Duo 2.8GHz 4GB RAM 160GB HDD Win7Pro",https://i.ebayimg.com/images/g/YQIAAOSwXSJXPM1N/s-l300.jpg,Seller refurbished,,4GB,Dell,HDD (Hard Disk Drive),"14.1""",160 GB,,Notebook,2.8 GHz,Integrated/On-Board Graphics,Latitude,E6400,Does Not Apply,Windows 7,Professional,,Intel Core 2 Duo,"100% tested and cleaned. Might have some scratches, blemishes, and/or minor dents on cover from normal use. The battery is used, but a holds charge.",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-E6400-14-Laptop-Core-2-Duo-2-53GHz-4GB-RAM-160GB-HDD-DVD-Win7-Pro/142304855748?hash=item212207c6c4%3Ag%3AYQIAAOSwXSJXPM1N,$115.00,"Dell Latitude E6400 14"" Laptop Core 2 Duo 2.53GHz 4GB RAM 160GB HDD DVD Win7 Pro",https://i.ebayimg.com/images/g/YQIAAOSwXSJXPM1N/s-l300.jpg,Seller refurbished,,4GB,Dell,HDD (Hard Disk Drive),"14.1""",160 GB,,Notebook,2.53 GHz,Integrated/On-Board Graphics,Latitude,E6400,Does Not Apply,Windows 7,Professional,,Intel Core 2 Duo,"100% tested and cleaned. Might have some scratches, blemishes, and/or minor dents on cover from normal use. The battery is used, but a holds charge.",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-E7240-12-5-Laptop-i7-2-1GHz-8GB-RAM-256GB-SSD-DVD-Win-8-Pro-WiFi/142304951234?hash=item2122093bc2%3Ag%3AcVYAAOSw4DJYhk3J,$385.00,"Dell Latitude E7240 12.5"" Laptop i7 2.1GHz 8GB RAM 256GB SSD DVD Win 8 Pro WiFi ",https://i.ebayimg.com/images/g/cVYAAOSw4DJYhk3J/s-l300.jpg,Seller refurbished,,8GB,Dell,SSD (Solid State Drive),"12.5""",,,Notebook,2.1GHz,Integrated/On-Board Graphics,Latitude,E7240,Does Not Apply,Windows 8,Professional,,Intel Core i7-4600U,"100% tested and cleaned. Might have some scratches, blemishes, and/or minor dents on cover from normal use. The battery is used, but a holds charge.",,,256GB,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/ACER-ASPIRE-ONE-CLOUDBOOK-FOR-PARTS-ONLY/142308059701?hash=item212238aa35%3Ag%3ASuYAAOSwax5YwsWk,$75.00,ACER ASPIRE ONE CLOUDBOOK ** FOR PARTS ONLY **,https://i.ebayimg.com/images/g/SuYAAOSwax5YwsWk/s-l300.jpg,For parts or not working,,,Acer,,,,,,,,,,Does Not Apply,,,,,"Needs operating system, it has a black screen will not boot on.",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-Elitebook-2560p-12-5-Laptop-Core-i5-2-5GHz-4GB-RAM-250GB-HDD-Win7-Pro-WiFi/142312051443?epid=1473149824&hash=item21227592f3%3Ag%3AtC8AAOSwMtxXs0m2,$150.00,"HP Elitebook 2560p 12.5"" Laptop Core i5 2.5GHz 4GB RAM 250GB HDD Win7 Pro WiFi",https://i.ebayimg.com/images/g/tC8AAOSwMtxXs0m2/s-l300.jpg,Seller refurbished,,4GB,HP,,"12.5""",250GB,,Notebook,2.5GHz,,EliteBook,8470p,8470p,Windows 7,Professional,,Intel Core i5 2nd Gen.,"100% tested and cleaned. Might have some scratches and blemishes from normal use. The battery is used, but holds charge.",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-Pavilion-15-au030wm-15-6-Manhattan-Gold-Laptop-Touch-Screen-Windows-10-In/142314515312?hash=item21229b2b70%3Ag%3A92MAAOSwzgBYyZdp,$580.00,"HP Pavilion 15-au030wm 15.6"" Manhattan Gold Laptop, Touch Screen, Windows 10, In",https://i.ebayimg.com/images/g/92MAAOSwzgBYyZdp/s-l300.jpg,New,,,HP,,,,,,,,Pavilion,,,Windows 10,,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-D531-Laptop-AMD-Turion-64-X2-2-0Ghz-2GB-Ram-DVD-RW-120Gb-HD-WiFi/142340770932?hash=item21242bcc74%3Ag%3A-twAAOSw%7ECFY590p,$29.99,Dell Latitude D531 Laptop AMD Turion 64 X2 2.0Ghz 2GB Ram DVD-RW 120Gb HD WiFi,https://i.ebayimg.com/images/g/-twAAOSw~CFY590p/s-l300.jpg,For parts or not working,,2GB,Dell,HDD (Hard Disk Drive),15.4in.,120GB,,Notebook/Laptop,2.00GHz,Integrated/On-Board Graphics,Latitude,D531,Does Not Apply,Windows 7,Professional,,AMD Turion 64 X2,"""As Is"" For Parts or Repair.  Powers on and then right back off again.",,USB 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-Pavilion-dv4000-dv4155CL-Laptop-Intel-Pentium-M-1-6GHz-1GB-as-is/142345517804?hash=item2124743aec%3Ag%3A400AAOSw3utY7P2N,$17.50,"HP Pavilion dv4000 dv4155CL Laptop Intel Pentium M 1.6GHz, 1GB as-is",https://i.ebayimg.com/images/g/400AAOSw3utY7P2N/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/NEW-Apple-MacBook-Pro-15-4-512GB-Laptop-with-Touchbar-MLW82LL-A-SILVER/142349583961?epid=231206336&hash=item2124b24659%3Ag%3AYTMAAOSwojRYS48Y,"$2,595.00","NEW Apple MacBook Pro 15.4"" 512GB Laptop with Touchbar - MLW82LL/A SILVER",https://i.ebayimg.com/images/g/YTMAAOSwojRYS48Y/s-l300.jpg,New,MacBook Pro,16GB,Apple,SSD (Solid State Drive),15.4in.,512GB,2016,,2.70GHz,,,,MLW82LL/A,"macOS 10.12, Sierra",,Silver,Intel Core i7 6th Gen.,,,,,,0888462786874,,,,,,,,,,,,,,,,AMD Radeon Pro 455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/toshiba-samsung-storage-technology-dvd-writable-drive-model-no-TS-L532A-wow/142353737823?hash=item2124f1a85f%3Ag%3ARP4AAOSwkShY9njV,$60.26,toshiba samsung storage technology  dvd writable drive model no. TS-L532A  wow!,https://i.ebayimg.com/images/g/RP4AAOSwkShY9njV/s-l300.jpg,Used,,,Toshiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/used-i-good-condition-gateway-laptop-coolant-brush-less/142353784337?hash=item2124f25e11%3Ag%3A3RMAAOSw5UZY9oDc,$65.18,used i good condition  gateway laptop coolant brush less ,https://i.ebayimg.com/images/g/3RMAAOSw5UZY9oDc/s-l300.jpg,Used,,,Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Inspiron-N2840-14-Inch-Laptop-Intel-Dual-Core-Processor-2-16-GHz-Processor/142361869841?hash=item21256dbe11%3Ag%3AvBAAAOSwzqFY8uND,$150.00,Dell Inspiron N2840 14-Inch Laptop (Intel Dual Core Processor 2.16 GHz Processor,https://i.ebayimg.com/images/g/vBAAAOSwzqFY8uND/s-l300.jpg,Used,,2GB,Dell,,14in.,500GB,,Notebook/Laptop,2.16GHz,,Inspiron,,,Windows 8.1,Not Applicable,,Intel Core Duo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
